Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend;Revenue
1;1.136.666.667;1;2;16;5.896.666.667;0;0.003632479;0;0;May;3;2;6;11;New_Visitor;TRUE;FALSE
1;1.933.333.333;1;104;42;2.724.008.983;0.0065;0.021312784;0;0.4;May;3;2;3;5;Returning_Visitor;FALSE;FALSE
1;4;0;0;13;1.611.666.667;0.024615385;0.061538462;0;0.6;May;2;5;9;5;Returning_Visitor;FALSE;FALSE
1;5;0;0;12;2.054.333.333;0;0.015384615;0;0;May;2;2;9;1;Returning_Visitor;FALSE;FALSE
1;36;0;0;34;2.240.166.667;0.013541667;0.034895833;0;0.6;May;1;1;1;4;Returning_Visitor;FALSE;FALSE
1;116;0;0;22;1245.6;0.008695652;0.030434783;2.781.913.043;0;May;1;1;3;4;Returning_Visitor;TRUE;TRUE
1;19;0;0;16;2.789.142.857;0.007142857;0.04;0;0;May;1;8;1;4;Returning_Visitor;TRUE;FALSE
1;31;2;13;23;7.596.666.667;0.013043478;0.05;0;0;May;2;2;1;4;Returning_Visitor;FALSE;FALSE
1;24;1;72;13;462;0;0.014285714;23.13;0;May;2;2;1;2;Returning_Visitor;FALSE;TRUE
1;2;0;0;27;4.638.333.333;0.040740741;0.067530864;0;0;May;3;2;2;4;Returning_Visitor;FALSE;FALSE
1;0;0;0;18;224.5;0.0375;0.0625;0;0;May;3;2;4;4;Returning_Visitor;TRUE;FALSE
1;21;0;0;31;9.456.666.667;0.006896552;0.010344828;0;0;May;2;2;1;4;New_Visitor;FALSE;FALSE
1;5;0;0;59;1.261.166.667;0.035380117;0.060877193;0;0.6;May;2;2;1;1;Returning_Visitor;FALSE;FALSE
1;17;0;0;10;109;0.036363636;0.045454545;0;0;May;2;2;4;1;Returning_Visitor;FALSE;FALSE
1;5;0;0;9;95.3;0;0.02;0;0;May;2;2;2;3;Returning_Visitor;FALSE;FALSE
1;56;0;0;7;92.5;0.088888889;0.122222222;0;0.4;May;3;2;1;13;Returning_Visitor;FALSE;FALSE
1;23;0;0;20;723.25;0.036363636;0.050606061;0;0.4;May;3;2;1;6;Returning_Visitor;FALSE;FALSE
1;16;0;0;14;4.468.333.333;0;0.01;0;0;May;1;1;1;4;New_Visitor;FALSE;FALSE
1;4;0;0;50;5.499.166.667;0;0.008163265;0;0;May;4;1;1;4;Returning_Visitor;FALSE;FALSE
1;0;3;92.5;9;3.591.666.667;0;0.018181818;5.816.727.273;0;May;1;1;1;5;New_Visitor;FALSE;TRUE
1;15;1;157;36;3.010.532.051;0;0.014619883;0;0;May;2;2;3;2;Returning_Visitor;TRUE;FALSE
1;90;0;0;30;8.603.166.667;0;0.008888889;0;0;May;1;1;1;7;Returning_Visitor;FALSE;FALSE
1;178;0;0;3;110;0;0.016666667;0;0.2;May;3;2;3;4;Returning_Visitor;FALSE;FALSE
1;30;0;0;21;2.041.666.667;0.028571429;0.048412698;0;0;May;3;2;8;4;Returning_Visitor;TRUE;FALSE
1;34;0;0;12;2.052.833.333;0.016666667;0.016666667;0;0;May;1;1;1;3;Returning_Visitor;FALSE;FALSE
1;56;0;0;17;8.313.888.889;0.033333333;0.059259259;0;0;May;3;2;4;3;Returning_Visitor;FALSE;FALSE
1;90;0;0;31;2.581.208.333;0.025;0.032986111;0;0.4;May;3;2;6;1;Returning_Visitor;FALSE;FALSE
1;6;0;0;41;6.346.666.667;0.012698413;0.024285714;0;0;May;2;4;7;3;Returning_Visitor;FALSE;FALSE
1;4;0;0;46;1.107.666.667;0.005925926;0.020148148;0;0.8;May;2;2;2;2;Returning_Visitor;FALSE;FALSE
1;22;0;0;2;5;0;0.066666667;0;0;May;2;2;3;4;Returning_Visitor;FALSE;FALSE
1;78;1;14;37;9.355.571.429;0;0.027027027;6.773.686.486;0;May;2;2;1;3;Returning_Visitor;FALSE;FALSE
1;14;1;38;46;1.060.451.515;0.004444444;0.01558385;0;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
1;55;2;18;9;548;0;0.04;172.704;0;May;2;4;3;4;Returning_Visitor;FALSE;TRUE
1;7;0;0;9;160.5;0;0.025;0;0;May;2;2;2;3;Returning_Visitor;FALSE;FALSE
1;7;0;0;15;421.5;0;0.033333333;0;0.6;May;3;2;1;3;Returning_Visitor;FALSE;FALSE
1;28;0;0;12;408.5;0;0.018181818;0;0;May;1;8;3;3;Returning_Visitor;TRUE;FALSE
1;4;0;0;14;1.319.833.333;0;0.012222222;0;0;May;2;2;1;5;Returning_Visitor;FALSE;FALSE
1;17;4;32;11;948;0.013333333;0.016666667;25.484;0.6;May;2;2;1;6;Returning_Visitor;FALSE;TRUE
1;3;0;0;11;5.493.333.333;0;0.005;0;0;May;4;2;1;3;Returning_Visitor;FALSE;FALSE
1;14;1;19;49;1.527.583.333;0.007843137;0.017647059;8.926.823.529;0;May;2;2;9;3;Returning_Visitor;FALSE;TRUE
1;17.5;0;0;17;6.659.848.485;0;0.002352941;5.160.705.882;0;May;2;2;4;2;New_Visitor;FALSE;TRUE
1;33;1;27;18;630.871.912;0;0.000292398;0;0;May;1;1;3;3;New_Visitor;FALSE;FALSE
1;76;0;0;37;8.213.333.333;0;0.014285714;0;0;May;2;2;4;4;Returning_Visitor;FALSE;FALSE
1;51;0;0;66;1859.5;0.005128205;0.00974359;0;0.4;May;2;2;2;2;Returning_Visitor;FALSE;FALSE
1;57;3;144;15;2.800.833.333;0.010526316;0.021052632;0;0;May;3;2;6;4;Returning_Visitor;TRUE;FALSE
1;9;1;82;93;3.148.173.939;0.021875;0.039475088;3.323.971.324;0.4;May;3;2;8;13;Returning_Visitor;FALSE;FALSE
1;0;1;37.4;23;1146.5;0.015384615;0.023076923;7.252.076.923;0;May;2;4;1;4;Returning_Visitor;TRUE;TRUE
1;43;0;0;36;2362.5;0;0.016190476;0;0.6;May;2;5;1;4;Returning_Visitor;FALSE;FALSE
1;115;0;0;19;1.383.191.667;0.01;0.019166667;0;0;May;1;1;1;3;Returning_Visitor;FALSE;FALSE
1;11;0;0;7;950;0.01875;0.020833333;0;0;May;3;2;2;3;Returning_Visitor;FALSE;FALSE
1;-1;0;-1;1;-1;0;0.066666667;0;0;May;3;2;1;4;Returning_Visitor;FALSE;FALSE
1;28;0;0;14;924;0.014285714;0.028571429;0;0;May;1;1;3;4;Returning_Visitor;TRUE;FALSE
1;273;2;178;5;121.5;0;0.008333333;0;0.8;May;2;2;3;2;New_Visitor;FALSE;FALSE
1;18.5;0;0;32;8.146.071.429;0;0.024019608;3.111.047.059;0.6;May;2;2;1;4;Returning_Visitor;FALSE;TRUE
1;44;0;0;56;2.075.983.333;0;0.014545455;1.381.852.727;0;May;2;5;2;3;Returning_Visitor;FALSE;TRUE
1;30.5;1;31;24;533.5;0;0.040740741;0;0;May;4;1;1;3;Returning_Visitor;FALSE;FALSE
1;10.5;0;0;49;1.747.125;0.027659574;0.048014184;0;0.2;May;2;4;1;4;Returning_Visitor;FALSE;FALSE
1;5;3;40;79;1.594.972.222;0;0.015691057;0;0;May;2;2;3;2;Returning_Visitor;TRUE;FALSE
1;11.5;0;0;22;6.830.524.892;0.02;0.051268674;0;0.6;May;3;3;5;3;Returning_Visitor;FALSE;FALSE
1;94;0;0;10;332.75;0;0.02;0;0;May;2;2;3;6;Returning_Visitor;FALSE;FALSE
1;53;0;0;19;1007.9;0;0.005555556;0;0;May;1;1;3;4;New_Visitor;FALSE;FALSE
1;39;0;0;18;3.148.333.333;0;0.005882353;0;0;May;2;2;7;4;Returning_Visitor;TRUE;FALSE
1;10;2;34;22;3.673.761.905;0;0.011038961;0;0;May;1;1;4;6;Returning_Visitor;TRUE;FALSE
1;19;0;0;29;6.056.722.222;0.003448276;0.025517241;0;0.8;May;3;2;3;6;Returning_Visitor;FALSE;FALSE
1;11;0;0;4;1145;0.05;0.1;0;0.2;May;2;2;3;13;Returning_Visitor;FALSE;FALSE
1;30;3;16.5;99;3.072.305.403;0.001960784;0.020506536;7.300.656.863;0;May;2;2;1;1;Returning_Visitor;TRUE;FALSE
1;20;0;0;21;2.179.666.667;0;0.002105263;0;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
1;16;1;29;19;1.083.690.476;0.016;0.024884615;193.154;0;May;3;2;1;2;Returning_Visitor;FALSE;FALSE
1;48;0;0;26;1.066.666.667;0.025;0.04202381;0;0;May;3;2;8;11;Returning_Visitor;FALSE;FALSE
1;53;0;0;10;1331;0;0.022222222;49.388;0;May;2;2;1;4;Returning_Visitor;TRUE;TRUE
1;7;0;0;15;430.5;0;0.019047619;0;0;May;2;4;7;2;Returning_Visitor;FALSE;FALSE
1;10;0;0;11;1066;0.02;0.04;0;0;May;2;2;1;2;Returning_Visitor;TRUE;FALSE
1;115;0;0;48;1.129.214.286;0.008163265;0.010945092;0;0;May;1;1;2;1;Returning_Visitor;FALSE;FALSE
1;6;0;0;61;354.519.127;0.008954009;0.057518519;0;0.6;May;2;2;4;2;Returning_Visitor;FALSE;FALSE
1;77;0;0;22;7.106.666.667;0;0.002173913;0;0;May;2;4;3;4;Returning_Visitor;FALSE;FALSE
1;30;1;0;38;8.211.666.667;0.021052632;0.049475963;0;0.8;May;3;2;3;4;Returning_Visitor;FALSE;FALSE
1;32.75;1;11;43;2949.55;0.015909091;0.027164502;0;0.8;May;3;2;1;13;Returning_Visitor;FALSE;FALSE
1;107;0;0;27;8.396.666.667;0.021428571;0.036666667;0;0.4;May;3;2;3;13;Returning_Visitor;FALSE;FALSE
1;62;1;172;58;1.341.261.111;0.004597701;0.009827586;0;0;May;3;2;4;4;Returning_Visitor;FALSE;FALSE
1;2;0;0;118;4.541.925;0.013114754;0.031399948;0;0.4;May;2;2;1;20;Returning_Visitor;FALSE;FALSE
1;5;1;25;81;1.421.668.627;0;0.000833333;0;0.6;May;2;4;3;4;Returning_Visitor;FALSE;FALSE
1;4;0;0;14;333.9;0;0.007142857;2.450.485.714;0;May;3;2;2;6;New_Visitor;FALSE;TRUE
1;4;0;0;19;760.25;0;0.011764706;33.788;0;May;1;2;1;3;New_Visitor;FALSE;TRUE
1;90;1;34;57;1.092.364.286;0;0.006321839;1.911.506.897;0.6;May;2;2;7;4;Returning_Visitor;FALSE;TRUE
1;34;0;0;11;7.651.666.667;0;0.006666667;0;0;May;4;1;4;6;Returning_Visitor;FALSE;FALSE
1;20;0;0;18;5.128.333.333;0.021052632;0.046491228;4.308.315.789;0;May;1;1;3;3;Returning_Visitor;FALSE;FALSE
1;3;0;0;26;885;0;0.036111111;175.455;0;May;2;2;1;2;Returning_Visitor;FALSE;TRUE
1;34;0;0;36;6.462.857.143;0;0.005882353;0;0;May;2;4;6;3;Returning_Visitor;FALSE;FALSE
1;0;0;0;4;334;0.08;0.116;0;0;May;1;1;3;1;Returning_Visitor;TRUE;FALSE
1;149.5;0;0;32;1.562.333.333;0.038709677;0.062580645;7.636.645.161;0.2;May;2;2;3;2;Returning_Visitor;FALSE;FALSE
1;32;0;0;18;299.5;0.015789474;0.022807018;19.448;0;May;2;2;5;1;Returning_Visitor;TRUE;TRUE
1;63.4;0;0;3;120.4;0;0;4.229.306.752;0;Oct;1;1;3;3;New_Visitor;FALSE;TRUE
1;39.2;2;120.8;7;80.5;0;0.01;0;0;Nov;3;2;4;2;New_Visitor;TRUE;FALSE
1;12;0;0;36;4.933.033.901;0;0.01660575;0;0;Oct;2;2;5;2;Returning_Visitor;FALSE;FALSE
1;26.2;0;0;4;106.8;0;0.04;3.666.178.288;0;Oct;2;2;2;5;New_Visitor;FALSE;TRUE
1;0;0;0;3;259;0;0.04;4.804.726.202;0;Oct;2;2;1;4;Returning_Visitor;FALSE;TRUE
1;23.2;0;0;30;9.644.666.667;0;0.003571429;5.103.362.522;0;Oct;2;2;5;2;New_Visitor;FALSE;TRUE
1;92.6;0;0;4;2.079.333.333;0;0.04;0;0;Jul;1;1;9;20;New_Visitor;FALSE;FALSE
1;48.4;0;0;22;2.707.386.667;0;0.009722222;0;0;Sep;3;2;1;1;Returning_Visitor;TRUE;FALSE
1;57.4;0;0;6;303.1;0.028571429;0.014285714;0;0;June;1;2;3;2;Returning_Visitor;FALSE;FALSE
1;86.6;0;0;14;3.495.761.905;0;0.004761905;6.043.737.784;0;Nov;1;1;1;3;New_Visitor;FALSE;TRUE
1;41.4;0;0;30;5.586.111.111;0.009090909;0.046464646;0;0;Sep;2;10;2;1;Returning_Visitor;FALSE;TRUE
1;10;0;0;5;354.9;0;0.06;0;0;Sep;2;2;5;1;Returning_Visitor;FALSE;FALSE
1;67.5;0;0;28;873.64;0;0.006785714;0;0;Sep;3;2;1;6;Returning_Visitor;FALSE;FALSE
1;4;0;0;8;227.1;0.022222222;0.066666667;0;0;Aug;2;2;3;13;Returning_Visitor;FALSE;FALSE
1;6.246.666.667;0;0;5;165.1;0;0.016666667;0;0;Sep;3;2;3;3;New_Visitor;FALSE;FALSE
1;5.066.666.667;0;0;32;4.416.045.455;0;0.00625;0;0;Sep;2;2;6;3;New_Visitor;FALSE;FALSE
1;45.4;0;0;7;352.7;0;0.014285714;0;0;Oct;1;1;3;4;Returning_Visitor;FALSE;FALSE
1;38.8;0;0;11;2.140.533.333;0.016666667;0.03015873;0;0;Oct;3;2;1;2;Returning_Visitor;FALSE;FALSE
1;16.6;0;0;84;1.893.619.048;0.016825397;0.030138889;0;0;Oct;1;1;6;3;Returning_Visitor;FALSE;FALSE
1;11;0;0;8;9.856.666.667;0.066666667;0.101666667;0;0;Sep;1;8;3;1;Returning_Visitor;TRUE;FALSE
1;136.5;0;0;25;806.5;0;0.009615385;3.996.971.545;0;Aug;1;1;1;4;Returning_Visitor;TRUE;FALSE
1;118.8;0;0;8;259.2;0;0.007407407;0;0;Sep;2;2;4;2;New_Visitor;FALSE;FALSE
1;44;0;0;1;0;0;0.066666667;0;0;Sep;1;1;1;5;New_Visitor;FALSE;TRUE
1;4;0;0;73;2.000.618.333;0;0.003703704;0;0;Sep;2;10;7;3;Returning_Visitor;FALSE;FALSE
1;17.1;1;31.2;45;8.122.873.894;0;0.022732152;4.395.471.544;0;Aug;2;4;3;2;Returning_Visitor;FALSE;TRUE
1;2;6;6.578.333.333;140;3.252.200.476;0.005479452;0.024292237;0;0;Jul;2;2;4;1;Returning_Visitor;FALSE;FALSE
1;4;0;0;20;4.714.777.778;0;0.004545455;3.295.851.549;0;Jul;1;1;1;4;Returning_Visitor;FALSE;TRUE
1;5;0;0;41;7.641.333.333;0;0.014444444;0;0;June;2;2;1;4;Returning_Visitor;FALSE;FALSE
1;22.2;0;0;5;136.1;0.066666667;0.066666667;0;0;Oct;1;1;1;20;Returning_Visitor;FALSE;TRUE
1;80.6;0;0;21;4.795.857.143;0.005;0.010555556;1.089.761.784;0;Oct;1;1;3;2;Returning_Visitor;TRUE;TRUE
1;12;0;0;0;0;0;0.022222222;0;0;Aug;3;2;6;2;Returning_Visitor;TRUE;TRUE
1;13.1;0;0;111;4.208.752.099;0.003477744;0.015856149;0;0;Jul;2;2;1;1;Returning_Visitor;TRUE;FALSE
1;23.2;0;0;27;1061.55;0.003703704;0.018518519;4.329.821.166;0;Aug;2;2;6;5;Returning_Visitor;FALSE;TRUE
1;11;0;0;1;0;0;0.1;0;0;Aug;2;6;1;3;Returning_Visitor;FALSE;FALSE
1;15.2;0;0;6;199.6;0;0.014285714;0;0;Oct;1;8;2;6;New_Visitor;FALSE;FALSE
1;0;0;0;12;277.45;0.06;0.09;0;0;June;3;2;3;13;Returning_Visitor;FALSE;FALSE
1;11;0;0;6;43.7;0;0.057142857;0;0;Oct;2;2;1;2;Returning_Visitor;FALSE;FALSE
1;66.4;0;0;39;6.063.666.667;0.015789474;0.026754386;0;0;Jul;2;2;1;4;Returning_Visitor;FALSE;FALSE
1;53.4;0;0;18;539.5;0.011111111;0.018888889;0;0;Oct;2;2;3;1;Returning_Visitor;FALSE;FALSE
1;23.96;0;0;94;2.103.938.772;0.013731061;0.038809156;147.623.044;0;Jul;2;2;1;1;Returning_Visitor;FALSE;FALSE
1;5.5;6;387.5;25;621.2;0;0.009333333;0;0;Jul;3;2;1;4;Returning_Visitor;TRUE;FALSE
1;23.2;0;0;4;44.8;0;0.05;0;0;June;2;10;7;4;Returning_Visitor;TRUE;FALSE
1;0;0;0;23;579.3;0;0.009090909;0;0;Sep;2;2;2;2;New_Visitor;FALSE;FALSE
1;46.4;0;0;13;1.182.666.667;0;0.014285714;0;0;Jul;1;2;1;4;Returning_Visitor;TRUE;FALSE
1;70;0;0;12;1.644.233.333;0;0.015384615;0;0;Aug;1;1;4;4;New_Visitor;FALSE;FALSE
1;54.4;0;0;6;270.9;0;0.014285714;0;0;Oct;1;1;7;3;New_Visitor;FALSE;FALSE
1;106.8;0;0;17;3.275.380.952;0;0.00625;0;0;Oct;3;2;3;2;New_Visitor;FALSE;FALSE
1;17.2;0;0;6;243.3;0;0.05;2.209.581.063;0;Oct;1;8;8;1;Returning_Visitor;FALSE;FALSE
1;5.5;0;0;103;1.955.168.685;0.015359477;0.037057104;0;0;June;2;2;9;13;Returning_Visitor;TRUE;FALSE
1;26.2;0;0;32;1.427.676.667;0;0.021875;199.656.361;0;Sep;2;4;3;4;Returning_Visitor;FALSE;TRUE
1;19.4;0;0;18;1.077.373.333;0.034126984;0.035714286;1.822.752.549;0;Nov;3;2;9;2;Returning_Visitor;FALSE;FALSE
1;125;0;0;24;6.773.333.333;0;0.032;0;0;Nov;3;2;8;1;Returning_Visitor;FALSE;FALSE
1;1.206.666.667;0;0;45;5.912.640.602;0;0.013028631;0;0;Sep;2;2;1;2;Returning_Visitor;FALSE;TRUE
1;15.2;0;0;81;4.536.308.139;0.032304527;0.054759418;0;0;Jul;3;2;1;1;Returning_Visitor;FALSE;FALSE
1;21.2;0;0;21;836.1;0;0.004545455;0;0;Oct;2;4;9;4;New_Visitor;FALSE;FALSE
1;28.2;1;36.2;130;9.447.578.514;0.012661499;0.025758194;0;0;Sep;1;2;5;1;Returning_Visitor;FALSE;FALSE
1;215.6;2;8;27;2968.9;0.021428571;0.036904762;0;0;Nov;3;2;6;1;Returning_Visitor;FALSE;FALSE
1;8.1;0;0;16;2227.8;0;0.021428571;0;0;Sep;2;2;1;5;New_Visitor;FALSE;TRUE
1;17.2;0;0;4;192.4;0;0.01;0;0;Sep;2;2;2;2;New_Visitor;FALSE;FALSE
1;65.4;0;0;37;2097.42;0.003603604;0.010990991;0;0;Jul;1;1;5;2;Returning_Visitor;FALSE;FALSE
1;10;1;36.6;78;1.983.225.629;0.0025;0.007916667;1.550.362.136;0;June;3;2;1;2;Returning_Visitor;FALSE;FALSE
1;15.8;3;97.8;32;1213.65;0.005405405;0.024324324;1.273.317.415;0;Aug;2;2;3;2;Returning_Visitor;FALSE;TRUE
1;3.086.666.667;3;7;15;3.982.566.667;0;0.025;0;0;Nov;1;1;3;2;Returning_Visitor;FALSE;FALSE
1;0;0;0;53;1.170.733.333;0.007272727;0.025454545;3.190.320.066;0;Aug;2;4;2;3;Returning_Visitor;FALSE;TRUE
1;32.7;0;0;27;6.871.966.667;0;0.019393939;0;0;Nov;3;2;1;1;Returning_Visitor;FALSE;FALSE
1;49.4;0;0;18;2.131.714.286;0;0.003921569;0;0;Oct;2;2;1;2;New_Visitor;FALSE;FALSE
1;18.2;0;0;6;32.2;0.085714286;0.10952381;0;0;June;1;1;1;3;Returning_Visitor;FALSE;FALSE
1;5.5;3;169.2;14;517.66;0.011111111;0.022222222;5.018.313.917;0;Jul;3;2;1;2;Returning_Visitor;TRUE;FALSE
1;28.2;0;0;17;6.082.166.667;0.047777778;0.051851852;0;0;Jul;2;2;2;1;Returning_Visitor;FALSE;FALSE
1;22.2;0;0;43;1257.9;0.00952381;0.020634921;0;0;Sep;2;4;1;3;Returning_Visitor;FALSE;FALSE
1;129;1;26.7;28;1392.1;0.031111111;0.056333333;0;0;Sep;3;2;7;13;Returning_Visitor;TRUE;FALSE
1;17.2;0;0;11;394.8;0;0.027272727;0;0;Nov;2;2;4;13;Returning_Visitor;FALSE;FALSE
1;1566.6;0;0;34;225.674.954;0;0.000250438;0;0;Oct;2;2;3;2;Returning_Visitor;FALSE;FALSE
1;6;0;0;21;332.8;0;0.008695652;0;0;Sep;2;5;4;5;Returning_Visitor;TRUE;FALSE
1;37.2;0;0;14;3.877.666.667;0.013333333;0.031111111;0;0;Oct;1;8;3;1;Returning_Visitor;FALSE;FALSE
1;5;0;0;40;2731.5;0;0.012357724;0;0;Jul;2;10;2;2;Returning_Visitor;TRUE;FALSE
1;21.2;0;0;12;2.494.095.238;0.015384615;0.019230769;0;0;Oct;2;2;8;2;Returning_Visitor;TRUE;FALSE
1;77.1;0;0;35;3.655.833.333;0.017142857;0.026857143;0;0;Nov;2;2;1;4;Returning_Visitor;FALSE;FALSE
1;55.4;0;0;29;451.7;0.003448276;0.022988506;0;0;Aug;2;2;3;4;Returning_Visitor;FALSE;FALSE
1;14.2;2;133;13;8.257.990.476;0.04;0.041666667;148.397.824;0;Nov;3;2;4;2;Returning_Visitor;FALSE;FALSE
1;6;0;0;23;2767.2;0;0.008333333;0;0;Sep;2;2;7;1;New_Visitor;FALSE;FALSE
1;72.6;0;0;44;1.256.825;0;0;0;0;Nov;1;1;4;5;New_Visitor;FALSE;FALSE
1;46;0;0;98;3.098.649.444;0.018814433;0.037472815;6.153.201.384;0;Aug;2;2;6;1;Returning_Visitor;FALSE;FALSE
1;28.2;0;0;2;0;0.066666667;0.133333333;0;0;June;1;8;2;3;New_Visitor;TRUE;FALSE
1;51.4;0;0;25;1.417.022.222;0.022666667;0.055466667;0;0;Jul;3;2;1;2;Returning_Visitor;FALSE;FALSE
1;39.2;0;0;23;526;0;0.002173913;0;0;Oct;4;2;3;2;Returning_Visitor;FALSE;FALSE
1;45.4;0;0;60;2.580.634.935;0;0.009442743;0;0;Oct;1;1;1;2;Returning_Visitor;FALSE;FALSE
1;227.6;0;0;27;1301.3;0.020689655;0.022413793;5.904.407.563;0;Aug;2;2;1;3;Returning_Visitor;FALSE;FALSE
1;7.1;0;0;16;2.222.333.333;0;0.029411765;0;0;June;2;5;3;2;Returning_Visitor;FALSE;FALSE
1;38.2;0;0;24;1.282.953.333;0.034782609;0.049565217;0;0;Nov;2;2;4;1;Returning_Visitor;TRUE;FALSE
1;197.4;0;0;83;1631.4;0.027380952;0.068650794;0;0;Oct;2;2;3;13;Returning_Visitor;FALSE;FALSE
1;58.4;0;0;18;1045.3;0;0.026315789;0;0;Sep;2;2;2;1;Returning_Visitor;FALSE;FALSE
1;14.2;0;0;22;839.568.189;0;0.000952381;6.058.437.066;0;Nov;3;2;3;2;New_Visitor;TRUE;TRUE
1;6;0;0;25;1.177.506.667;0.008333333;0.0375;0;0;Oct;2;2;3;1;Returning_Visitor;FALSE;FALSE
1;137.5;1;59.4;53;1844.65;0.022641509;0.049595687;0;0;June;4;2;1;3;Returning_Visitor;FALSE;FALSE
1;56.4;1;14.2;24;1.183.826.667;0;0.005128205;0;0;Jul;2;2;8;2;New_Visitor;TRUE;FALSE
1;65.4;0;0;55;1033.65;0.017857143;0.024404762;0;0;Oct;3;2;1;1;Returning_Visitor;FALSE;FALSE
1;0;1;66.4;14;6.683.166.667;0.014285714;0.028571429;4.489.345.937;0;Oct;4;2;1;20;Returning_Visitor;TRUE;TRUE
1;18.2;0;0;58;2.007.206.667;0.003448276;0.027298851;0;0;Jul;4;2;8;1;Returning_Visitor;FALSE;FALSE
1;22.2;0;0;16;6.944.549.784;0;0.001470588;5.491.911.804;0;Sep;2;2;7;2;New_Visitor;FALSE;TRUE
1;27.2;0;0;21;1.003.658.333;0.010526316;0.019064327;0;0;Oct;3;2;4;20;Returning_Visitor;FALSE;FALSE
1;52.4;0;0;13;447.2;0;0.007692308;4.230.391.708;0;Aug;1;1;1;20;Returning_Visitor;TRUE;TRUE
1;29.2;1;322.4;10;1.269.333.333;0.014285714;0.036904762;1.359.420.027;0;Sep;2;2;1;2;Returning_Visitor;FALSE;TRUE
1;0;0;0;10;645.2;0.03;0.05;0;0;Jul;3;2;4;1;Returning_Visitor;FALSE;FALSE
1;12;0;0;4;63.4;0;0.04;0;0;Oct;1;8;6;20;New_Visitor;FALSE;FALSE
1;21.2;0;0;0;0;0.05;0.1;0;0;Oct;1;1;1;5;Returning_Visitor;FALSE;FALSE
1;26.2;0;0;13;2.451.666.667;0;0;589.241.766;0;Aug;2;5;3;4;New_Visitor;FALSE;TRUE
1;3;0;0;24;342;0.024;0.048;0;0;Oct;2;2;1;1;Returning_Visitor;FALSE;FALSE
1;29.2;0;0;13;1.992.844.444;0;0;0;0;Jul;1;1;1;4;Returning_Visitor;FALSE;FALSE
1;39.2;0;0;26;1.210.917.778;0.014814815;0.014814815;2.480.024.644;0;Nov;4;2;1;1;Returning_Visitor;FALSE;TRUE
1;18.2;0;0;17;225.68;0;0.003703704;0;0;Nov;2;10;1;2;Returning_Visitor;FALSE;FALSE
1;0;0;0;3;178.5;0;0.066666667;804.958.574;0;Sep;2;6;2;1;Returning_Visitor;FALSE;FALSE
1;11.1;0;0;48;8.303.142.529;0.004347826;0.017619048;0;0;Nov;1;1;1;3;Returning_Visitor;FALSE;FALSE
1;29.2;0;0;0;0;0;0.066666667;0;0;Nov;1;1;4;2;Returning_Visitor;TRUE;TRUE
1;129.36;0;0;6;341.36;0;0.0625;1.127.546.478;0;Nov;2;5;3;1;Returning_Visitor;FALSE;FALSE
1;32.2;0;0;32;3.964.714.286;0.021212121;0.050688705;0;0;Jul;1;1;2;3;Returning_Visitor;TRUE;FALSE
1;94.8;0;0;6;223.1;0;0.00952381;0;0;Sep;5;11;8;14;Returning_Visitor;FALSE;FALSE
1;21.2;0;0;24;1.123.246.667;0;0.017391304;3.004.921.703;0;Sep;2;2;3;2;Returning_Visitor;FALSE;TRUE
1;7;2;15;17;2269.9;0;0.019047619;0;0;Jul;2;2;3;4;Returning_Visitor;FALSE;TRUE
1;28.2;0;0;35;9.426.879.221;0.017142857;0.035442177;8.435.206.908;0;Sep;1;1;1;2;Returning_Visitor;TRUE;FALSE
1;20.2;6;226;76;1.308.573.395;0.032611502;0.054407935;0;0;June;3;2;6;2;Returning_Visitor;FALSE;FALSE
1;23.2;0;0;3;397.8;0;0;0;0;Aug;2;2;1;4;Returning_Visitor;FALSE;FALSE
1;27.2;0;0;71;1.722.721.127;0.005555556;0.034027778;0;0;Jul;2;2;7;1;Returning_Visitor;TRUE;FALSE
1;249.8;2;722.9;8;2.219.583.333;0;0;0;0;Nov;2;4;4;2;New_Visitor;FALSE;FALSE
1;0;2;6;9;1.951.666.667;0;0.066666667;0;0;June;4;2;3;4;Returning_Visitor;FALSE;FALSE
1;15.1;0;0;9;248.05;0;0.01875;0;0;Sep;3;2;4;4;New_Visitor;FALSE;FALSE
1;0;3;69;15;352.875;0;0.055555556;0;0;Aug;2;2;3;2;Returning_Visitor;FALSE;FALSE
1;11;0;0;2;5.106.666.667;0;0;0;0;June;2;2;9;6;Returning_Visitor;FALSE;FALSE
1;64.4;0;0;22;2364.65;0;0.043478261;0;0;Oct;2;2;1;2;Returning_Visitor;FALSE;FALSE
1;8;0;0;47;1.459.576.667;0.010416667;0.017638889;0;0;Oct;1;1;3;3;Returning_Visitor;FALSE;FALSE
1;50.4;0;0;49;1463.48;0.004081633;0.015646259;2.468.624.612;0;June;2;2;9;1;Returning_Visitor;FALSE;FALSE
1;10;0;0;23;2.715.785.714;0;0.008333333;0;0;Aug;2;2;4;1;Returning_Visitor;FALSE;FALSE
1;54.4;0;0;1;1.012.727.273;0;0.007042254;0;0;Sep;2;2;4;2;Returning_Visitor;FALSE;FALSE
